as_of,variant,symbol,cls,score,bias,r5,r15,r30
2025-10-16,V5.HALF,US-DOLLAR,single,1.5,Bullish,,,
2025-10-16,V5.HALF,USDCHF,fx,-2.411363636363636,Bearish,0.0031165619400912448,0.017160017160017027,0.015380927145632883
2025-10-16,V5.HALF,EURCHF,fx,-3.055555555555556,Very Bearish,-0.0030362294568283543,0.004721823034284478,0.0071745777912239905
2025-10-16,V5.HALF,GBPJPY,fx,2.142857142857143,Bullish,0.006007135328784274,-0.005720138748002035,0.02324672304335129
2025-10-16,V5.HALF,GBPCHF,fx,-2.0138888888888893,Bearish,-0.005096859131088927,-0.005454203498213128,0.0005642279480910783
2025-10-16,V5.HALF,GBPAUD,fx,1.369047619047619,Bullish,-0.012552847099751241,-0.021462566134370586,-0.022071364723504128
2025-10-16,V5.HALF,GBPNZD,fx,1.7621527777777777,Bullish,-0.012936919716002193,-0.006698866739486498,-0.015304990442381206
2025-10-16,V5.HALF,GBPCAD,fx,1.9047619047619049,Bullish,-0.012656550612952344,-0.01779761179158046,-0.01632419425791176
2025-10-16,V5.HALF,AUDJPY,fx,2.2023809523809526,Bullish,0.018822418588421375,0.016739021111076946,0.04702525734577212
2025-10-16,V5.HALF,CADJPY,fx,1.6666666666666665,Bullish,0.01884675790890733,0.012873008750280412,0.04081594495550078
2025-10-16,V5.HALF,CHFJPY,fx,2.8472222222222228,Bullish,0.009871090826684137,-0.0009328259884266998,0.02202417969285264
2025-10-16,V5.HALF,AUDNZD,fx,1.820023148148148,Bullish,-0.0003532164775486013,0.013934390039295419,0.006878890900260393
2025-10-16,V5.HALF,AUDCAD,fx,1.9642857142857142,Bullish,-2.1951969091604795e-05,0.003709882776485207,0.005839223778372871
2025-10-16,V5.HALF,AUDCHF,fx,-1.9560185185185186,Bearish,0.0075208479463797495,0.016366612111292866,0.023127581638219707
2025-10-16,V5.HALF,NZDCAD,fx,-1.9936342592592593,Bearish,0.00011191802626342451,-0.012174194190210819,-0.0019523477914842324
2025-10-16,V5.HALF,NZDCHF,fx,-2.625,Bearish,0.007660889722927333,0.000927254663870114,0.015939949221768446
2025-10-16,V5.HALF,CADCHF,fx,-2.6157407407407405,Bearish,0.007491567548375544,0.012409018285105544,0.016989170956861255
2025-10-16,V5.HALF,SILVER,cross-asset,2.0512820512820515,Bullish,-0.09649544815335642,-0.11209384945599887,-0.01224927836577605
2025-10-16,V5.FULL,USDJPY,fx,1.6864035087719298,Bullish,0.014365963104537194,0.01751038723616416,0.03904271231510714
2025-10-16,V5.FULL,EURJPY,fx,1.5,Bullish,0.0083389267471361,0.004795167290474689,0.030858579538344255
2025-10-16,V5.FULL,EURCHF,fx,-1.8518518518518516,Bearish,-0.0030362294568283543,0.004721823034284478,0.0071745777912239905
2025-10-16,V5.FULL,GBPJPY,fx,2.5,Bullish,0.006007135328784274,-0.005720138748002035,0.02324672304335129
2025-10-16,V5.FULL,GBPNZD,fx,1.4373897707231043,Bullish,-0.012936919716002193,-0.006698866739486498,-0.015304990442381206
2025-10-16,V5.FULL,AUDJPY,fx,2.833333333333333,Bullish,0.018822418588421375,0.016739021111076946,0.04702525734577212
2025-10-16,V5.FULL,CADJPY,fx,2.333333333333333,Bullish,0.01884675790890733,0.012873008750280412,0.04081594495550078
2025-10-16,V5.FULL,CHFJPY,fx,2.4074074074074074,Bullish,0.009871090826684137,-0.0009328259884266998,0.02202417969285264
2025-10-16,V5.FULL,AUDNZD,fx,1.7666078777189889,Bullish,-0.0003532164775486013,0.013934390039295419,0.006878890900260393
2025-10-16,V5.FULL,AUDCAD,fx,1.5,Bullish,-2.1951969091604795e-05,0.003709882776485207,0.005839223778372871
2025-10-16,V5.FULL,NZDCAD,fx,-1.7666078777189889,Bearish,0.00011191802626342451,-0.012174194190210819,-0.0019523477914842324
2025-10-16,V5.FULL,NZDCHF,fx,-1.40625,Bearish,0.007660889722927333,0.000927254663870114,0.015939949221768446
2025-10-17,V5.T,EURUSD,fx,5.0,Very Bullish,-0.002137302363907856,-0.007424765240081732,-0.004454859144049084
2025-10-17,V5.T,GBPUSD,fx,5.0,Very Bullish,-0.008485372231451627,-0.019414293270555993,-0.014840089100133347
2025-10-17,V5.T,USDJPY,fx,10.0,Very Bullish,0.014924382244765111,0.01845630900375772,0.036567392083703965
2025-10-17,V5.T,USDCHF,fx,-10.0,Very Bearish,0.0021930653760351415,0.014217113472227538,0.012225709280195618
2025-10-17,V5.T,USDCAD,fx,10.0,Very Bullish,-0.0016766552511414679,0.0020405251141553116,-0.00327482876712315
2025-10-17,V5.T,AUDUSD,fx,5.0,Very Bullish,0.0030498605998061645,-0.00024645338180240284,0.00787110488131737
2025-10-17,V5.T,NZDUSD,fx,-10.0,Very Bearish,0.004001677559151373,-0.01726487960018175,0.001380491385034599
2025-10-17,V5.T,EURGBP,fx,10.0,Very Bullish,0.00640885251570511,0.012275949512996265,0.009486484928822536
2025-10-17,V5.T,EURJPY,fx,15.0,Very Bullish,0.012823289373197655,0.010936841025407373,0.03157948729639459
2025-10-17,V5.T,EURCHF,fx,-10.0,Very Bearish,0.0008231968198606499,0.007159646025367561,0.008611071997227215
2025-10-17,V5.T,EURAUD,fx,10.0,Very Bullish,-0.004876633449018564,-0.007577194764035622,-0.013246141656716226
2025-10-17,V5.T,EURNZD,fx,15.0,Very Bullish,-0.005439919656571202,0.01064353511086602,-0.005843606002126744
2025-10-17,V5.T,EURCAD,fx,15.0,Very Bullish,-0.004036209515409839,-0.005763388701063188,-0.008054044784163827
2025-10-17,V5.T,GBPJPY,fx,15.0,Very Bullish,0.0063850833374548,-0.0011771106385083385,0.021370987684850906
2025-10-17,V5.T,GBPCHF,fx,-10.0,Very Bearish,-0.005744694854220245,-0.005105350746058224,-0.0014197200048892133
2025-10-17,V5.T,GBPAUD,fx,10.0,Very Bullish,-0.011485737251654804,-0.019572238605054415,-0.023048949965378207
2025-10-17,V5.T,GBPNZD,fx,15.0,Very Bullish,-0.011762242006419621,-0.0015087468852711394,-0.015578986959810859
2025-10-17,V5.T,GBPCAD,fx,15.0,Very Bullish,-0.010855011476664123,-0.018251083907166454,-0.018261710448014945
2025-10-17,V5.T,AUDJPY,fx,15.0,Very Bullish,0.018024196024646333,0.018720189965405032,0.045945835295081006
2025-10-17,V5.T,NZDJPY,fx,-10.0,Very Bearish,0.01968760169215744,0.0019524894240157131,0.039131142206313196
2025-10-17,V5.T,CADJPY,fx,5.0,Very Bullish,0.016881568159797355,0.016881568159797355,0.04017291495863451
2025-10-17,V5.T,CHFJPY,fx,15.0,Very Bullish,0.011375017131050047,0.0031468420886175963,0.022628799139757794
2025-10-17,V5.T,AUDNZD,fx,15.0,Very Bullish,-0.00105837838791345,0.017533801959764173,0.005186054100775328
2025-10-17,V5.T,AUDCAD,fx,15.0,Very Bullish,0.0011204358715233287,0.001823454457577256,0.004800298782899226
2025-10-17,V5.T,AUDCHF,fx,-10.0,Very Bearish,0.0057927066324545695,0.014773345774045543,0.022004509758183577
2025-10-17,V5.T,NZDCAD,fx,-15.0,Very Bearish,0.0021931737467133505,-0.015364677441463526,-0.0030529975451408786
2025-10-17,V5.T,NZDCHF,fx,-15.0,Very Bearish,0.007306036861273624,-0.0020968987970423347,0.015252179671117805
2025-10-17,V5.T,CADCHF,fx,-15.0,Very Bearish,0.004690514540595103,0.012921040055224209,0.016407950864647747
2025-10-17,V5.T,DJIA,cross-asset,15.0,Very Bullish,0.022268604623469024,0.017379687828156243,0.03270681005757137
2025-10-17,V5.T,SP500,cross-asset,15.0,Very Bullish,0.01906662066275633,0.009375796942740156,0.026717270968032114
2025-10-17,V5.T,NASDAQ,cross-asset,15.0,Very Bullish,0.02172021176299954,0.009605079733442823,0.024326959492671163
2025-10-17,V5.T,DAX,cross-asset,10.0,Very Bullish,0.010579759118575893,-0.008502188124470678,-0.00491024309249366
2025-10-17,V5.T,NIKKEI,cross-asset,15.0,Very Bullish,0.02651656507857525,0.04606708960484296,0.041423062569971414
2025-10-17,V5.T,FTSE100,cross-asset,10.0,Very Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2025-10-17,V5.T,GOLD,cross-asset,15.0,Very Bullish,-0.03301956671518569,-0.05921982396775649,-0.007886884116417359
2025-10-17,V5.T,SILVER,cross-asset,15.0,Very Bullish,-0.05874139435663717,-0.06345389314457484,0.09366818578493175
2025-10-17,V5.TS,US-DOLLAR,single,15.0,Very Bullish,,,
2025-10-17,V5.TS,EURUSD,fx,4.166666666666667,Very Bullish,-0.002137302363907856,-0.007424765240081732,-0.004454859144049084
2025-10-17,V5.TS,GBPUSD,fx,4.166666666666667,Very Bullish,-0.008485372231451627,-0.019414293270555993,-0.014840089100133347
2025-10-17,V5.TS,USDJPY,fx,4.166666666666667,Very Bullish,0.014924382244765111,0.01845630900375772,0.036567392083703965
2025-10-17,V5.TS,USDCHF,fx,-9.166666666666666,Very Bearish,0.0021930653760351415,0.014217113472227538,0.012225709280195618
2025-10-17,V5.TS,USDCAD,fx,5.0,Very Bullish,-0.0016766552511414679,0.0020405251141553116,-0.00327482876712315
2025-10-17,V5.TS,AUDUSD,fx,2.5,Bullish,0.0030498605998061645,-0.00024645338180240284,0.00787110488131737
2025-10-17,V5.TS,NZDUSD,fx,-5.0,Very Bearish,0.004001677559151373,-0.01726487960018175,0.001380491385034599
2025-10-17,V5.TS,EURGBP,fx,5.0,Very Bullish,0.00640885251570511,0.012275949512996265,0.009486484928822536
2025-10-17,V5.TS,EURJPY,fx,5.0,Very Bullish,0.012823289373197655,0.010936841025407373,0.03157948729639459
2025-10-17,V5.TS,EURCHF,fx,-7.5,Very Bearish,0.0008231968198606499,0.007159646025367561,0.008611071997227215
2025-10-17,V5.TS,EURAUD,fx,7.5,Very Bullish,-0.004876633449018564,-0.007577194764035622,-0.013246141656716226
2025-10-17,V5.TS,EURNZD,fx,6.25,Very Bullish,-0.005439919656571202,0.01064353511086602,-0.005843606002126744
2025-10-17,V5.TS,EURCAD,fx,6.25,Very Bullish,-0.004036209515409839,-0.005763388701063188,-0.008054044784163827
2025-10-17,V5.TS,GBPJPY,fx,5.0,Very Bullish,0.0063850833374548,-0.0011771106385083385,0.021370987684850906
2025-10-17,V5.TS,GBPCHF,fx,-7.5,Very Bearish,-0.005744694854220245,-0.005105350746058224,-0.0014197200048892133
2025-10-17,V5.TS,GBPAUD,fx,7.5,Very Bullish,-0.011485737251654804,-0.019572238605054415,-0.023048949965378207
2025-10-17,V5.TS,GBPNZD,fx,6.25,Very Bullish,-0.011762242006419621,-0.0015087468852711394,-0.015578986959810859
2025-10-17,V5.TS,GBPCAD,fx,6.25,Very Bullish,-0.010855011476664123,-0.018251083907166454,-0.018261710448014945
2025-10-17,V5.TS,AUDJPY,fx,2.5,Bullish,0.018024196024646333,0.018720189965405032,0.045945835295081006
2025-10-17,V5.TS,NZDJPY,fx,-6.25,Very Bearish,0.01968760169215744,0.0019524894240157131,0.039131142206313196
2025-10-17,V5.TS,CHFJPY,fx,7.5,Very Bullish,0.011375017131050047,0.0031468420886175963,0.022628799139757794
2025-10-17,V5.TS,AUDNZD,fx,3.75,Very Bullish,-0.00105837838791345,0.017533801959764173,0.005186054100775328
2025-10-17,V5.TS,AUDCAD,fx,3.75,Very Bullish,0.0011204358715233287,0.001823454457577256,0.004800298782899226
2025-10-17,V5.TS,AUDCHF,fx,-10.0,Very Bearish,0.0057927066324545695,0.014773345774045543,0.022004509758183577
2025-10-17,V5.TS,NZDCAD,fx,-7.5,Very Bearish,0.0021931737467133505,-0.015364677441463526,-0.0030529975451408786
2025-10-17,V5.TS,NZDCHF,fx,-8.75,Very Bearish,0.007306036861273624,-0.0020968987970423347,0.015252179671117805
2025-10-17,V5.TS,CADCHF,fx,-8.75,Very Bearish,0.004690514540595103,0.012921040055224209,0.016407950864647747
2025-10-17,V5.TS,DJIA,cross-asset,15.0,Very Bullish,0.022268604623469024,0.017379687828156243,0.03270681005757137
2025-10-17,V5.TS,SP500,cross-asset,15.0,Very Bullish,0.01906662066275633,0.009375796942740156,0.026717270968032114
2025-10-17,V5.TS,NASDAQ,cross-asset,15.0,Very Bullish,0.02172021176299954,0.009605079733442823,0.024326959492671163
2025-10-17,V5.TS,DAX,cross-asset,10.0,Very Bullish,0.010579759118575893,-0.008502188124470678,-0.00491024309249366
2025-10-17,V5.TS,NIKKEI,cross-asset,15.0,Very Bullish,0.02651656507857525,0.04606708960484296,0.041423062569971414
2025-10-17,V5.TS,FTSE100,cross-asset,10.0,Very Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2025-10-17,V5.TS,GOLD,cross-asset,5.0,Very Bullish,-0.03301956671518569,-0.05921982396775649,-0.007886884116417359
2025-10-17,V5.TS,SILVER,cross-asset,12.5,Very Bullish,-0.05874139435663717,-0.06345389314457484,0.09366818578493175
2025-10-17,V5.NOF,US-DOLLAR,single,5.0,Very Bullish,,,
2025-10-17,V5.NOF,USDCHF,fx,-8.5,Very Bearish,0.0021930653760351415,0.014217113472227538,0.012225709280195618
2025-10-17,V5.NOF,USDCAD,fx,2.8571428571428568,Bullish,-0.0016766552511414679,0.0020405251141553116,-0.00327482876712315
2025-10-17,V5.NOF,EURGBP,fx,2.5,Bullish,0.00640885251570511,0.012275949512996265,0.009486484928822536
2025-10-17,V5.NOF,EURCHF,fx,-8.88888888888889,Very Bearish,0.0008231968198606499,0.007159646025367561,0.008611071997227215
2025-10-17,V5.NOF,EURAUD,fx,2.5,Bullish,-0.004876633449018564,-0.007577194764035622,-0.013246141656716226
2025-10-17,V5.NOF,EURCAD,fx,3.125,Very Bullish,-0.004036209515409839,-0.005763388701063188,-0.008054044784163827
2025-10-17,V5.NOF,GBPCHF,fx,-8.88888888888889,Very Bearish,-0.005744694854220245,-0.005105350746058224,-0.0014197200048892133
2025-10-17,V5.NOF,GBPAUD,fx,2.5,Bullish,-0.011485737251654804,-0.019572238605054415,-0.023048949965378207
2025-10-17,V5.NOF,GBPCAD,fx,3.125,Very Bullish,-0.010855011476664123,-0.018251083907166454,-0.018261710448014945
2025-10-17,V5.NOF,NZDJPY,fx,-1.6666666666666665,Bearish,0.01968760169215744,0.0019524894240157131,0.039131142206313196
2025-10-17,V5.NOF,CHFJPY,fx,8.333333333333334,Very Bullish,0.011375017131050047,0.0031468420886175963,0.022628799139757794
2025-10-17,V5.NOF,AUDCAD,fx,3.125,Very Bullish,0.0011204358715233287,0.001823454457577256,0.004800298782899226
2025-10-17,V5.NOF,AUDCHF,fx,-8.88888888888889,Very Bearish,0.0057927066324545695,0.014773345774045543,0.022004509758183577
2025-10-17,V5.NOF,NZDCAD,fx,-1.6666666666666665,Bearish,0.0021931737467133505,-0.015364677441463526,-0.0030529975451408786
2025-10-17,V5.NOF,NZDCHF,fx,-8.75,Very Bearish,0.007306036861273624,-0.0020968987970423347,0.015252179671117805
2025-10-17,V5.NOF,CADCHF,fx,-10.0,Very Bearish,0.004690514540595103,0.012921040055224209,0.016407950864647747
2025-10-17,V5.NOF,DJIA,cross-asset,3.888888888888889,Bullish,0.022268604623469024,0.017379687828156243,0.03270681005757137
2025-10-17,V5.NOF,SP500,cross-asset,3.888888888888889,Bullish,0.01906662066275633,0.009375796942740156,0.026717270968032114
2025-10-17,V5.NOF,NASDAQ,cross-asset,3.888888888888889,Bullish,0.02172021176299954,0.009605079733442823,0.024326959492671163
2025-10-17,V5.NOF,DAX,cross-asset,3.333333333333333,Bullish,0.010579759118575893,-0.008502188124470678,-0.00491024309249366
2025-10-17,V5.NOF,NIKKEI,cross-asset,3.888888888888889,Bullish,0.02651656507857525,0.04606708960484296,0.041423062569971414
2025-10-17,V5.NOF,FTSE100,cross-asset,3.333333333333333,Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2025-10-17,V5.NOF,SILVER,cross-asset,5.416666666666668,Very Bullish,-0.05874139435663717,-0.06345389314457484,0.09366818578493175
2025-10-17,V5.HALF,US-DOLLAR,single,2.333333333333333,Bullish,,,
2025-10-17,V5.HALF,USDJPY,fx,1.630128205128205,Bullish,0.014924382244765111,0.01845630900375772,0.036567392083703965
2025-10-17,V5.HALF,USDCHF,fx,-2.9227272727272724,Bearish,0.0021930653760351415,0.014217113472227538,0.012225709280195618
2025-10-17,V5.HALF,EURJPY,fx,1.7857142857142858,Bullish,0.012823289373197655,0.010936841025407373,0.03157948729639459
2025-10-17,V5.HALF,EURCHF,fx,-3.229166666666667,Very Bearish,0.0008231968198606499,0.007159646025367561,0.008611071997227215
2025-10-17,V5.HALF,GBPJPY,fx,1.9642857142857142,Bullish,0.0063850833374548,-0.0011771106385083385,0.021370987684850906
2025-10-17,V5.HALF,GBPCHF,fx,-3.0555555555555554,Very Bearish,-0.005744694854220245,-0.005105350746058224,-0.0014197200048892133
2025-10-17,V5.HALF,GBPCAD,fx,1.369047619047619,Bullish,-0.010855011476664123,-0.018251083907166454,-0.018261710448014945
2025-10-17,V5.HALF,AUDJPY,fx,2.5595238095238093,Bullish,0.018024196024646333,0.018720189965405032,0.045945835295081006
2025-10-17,V5.HALF,CADJPY,fx,1.3095238095238095,Bullish,0.016881568159797355,0.016881568159797355,0.04017291495863451
2025-10-17,V5.HALF,CHFJPY,fx,3.7152777777777772,Very Bullish,0.011375017131050047,0.0031468420886175963,0.022628799139757794
2025-10-17,V5.HALF,AUDNZD,fx,1.820023148148148,Bullish,-0.00105837838791345,0.017533801959764173,0.005186054100775328
2025-10-17,V5.HALF,AUDCAD,fx,1.9642857142857142,Bullish,0.0011204358715233287,0.001823454457577256,0.004800298782899226
2025-10-17,V5.HALF,AUDCHF,fx,-2.476851851851852,Bearish,0.0057927066324545695,0.014773345774045543,0.022004509758183577
2025-10-17,V5.HALF,NZDCAD,fx,-1.9936342592592593,Bearish,0.0021931737467133505,-0.015364677441463526,-0.0030529975451408786
2025-10-17,V5.HALF,NZDCHF,fx,-3.125,Very Bearish,0.007306036861273624,-0.0020968987970423347,0.015252179671117805
2025-10-17,V5.HALF,CADCHF,fx,-3.136574074074074,Very Bearish,0.004690514540595103,0.012921040055224209,0.016407950864647747
2025-10-17,V5.HALF,DJIA,cross-asset,1.9444444444444444,Bullish,0.022268604623469024,0.017379687828156243,0.03270681005757137
2025-10-17,V5.HALF,SP500,cross-asset,1.9444444444444444,Bullish,0.01906662066275633,0.009375796942740156,0.026717270968032114
2025-10-17,V5.HALF,NASDAQ,cross-asset,1.9444444444444444,Bullish,0.02172021176299954,0.009605079733442823,0.024326959492671163
2025-10-17,V5.HALF,NIKKEI,cross-asset,1.9444444444444444,Bullish,0.02651656507857525,0.04606708960484296,0.041423062569971414
2025-10-17,V5.HALF,SILVER,cross-asset,3.333333333333334,Bullish,-0.05874139435663717,-0.06345389314457484,0.09366818578493175
2025-10-17,V5.FULL,US-DOLLAR,single,1.4444444444444446,Bullish,,,
2025-10-17,V5.FULL,USDJPY,fx,1.9349415204678364,Bullish,0.014924382244765111,0.01845630900375772,0.036567392083703965
2025-10-17,V5.FULL,USDCHF,fx,-1.6018907563025209,Bearish,0.0021930653760351415,0.014217113472227538,0.012225709280195618
2025-10-17,V5.FULL,EURJPY,fx,2.0,Bullish,0.012823289373197655,0.010936841025407373,0.03157948729639459
2025-10-17,V5.FULL,EURCHF,fx,-1.922398589065256,Bearish,0.0008231968198606499,0.007159646025367561,0.008611071997227215
2025-10-17,V5.FULL,GBPJPY,fx,2.25,Bullish,0.0063850833374548,-0.0011771106385083385,0.021370987684850906
2025-10-17,V5.FULL,GBPCHF,fx,-1.6754850088183422,Bearish,-0.005744694854220245,-0.005105350746058224,-0.0014197200048892133
2025-10-17,V5.FULL,AUDJPY,fx,3.0833333333333335,Very Bullish,0.018024196024646333,0.018720189965405032,0.045945835295081006
2025-10-17,V5.FULL,CADJPY,fx,2.0833333333333335,Bullish,0.016881568159797355,0.016881568159797355,0.04017291495863451
2025-10-17,V5.FULL,CHFJPY,fx,2.9717813051146384,Bullish,0.011375017131050047,0.0031468420886175963,0.022628799139757794
2025-10-17,V5.FULL,AUDNZD,fx,1.7666078777189889,Bullish,-0.00105837838791345,0.017533801959764173,0.005186054100775328
2025-10-17,V5.FULL,AUDCAD,fx,1.5,Bullish,0.0011204358715233287,0.001823454457577256,0.004800298782899226
2025-10-17,V5.FULL,NZDCAD,fx,-1.7666078777189889,Bearish,0.0021931737467133505,-0.015364677441463526,-0.0030529975451408786
2025-10-17,V5.FULL,NZDCHF,fx,-1.71875,Bearish,0.007306036861273624,-0.0020968987970423347,0.015252179671117805
2025-10-17,V5.FULL,CADCHF,fx,-1.4079952968841858,Bearish,0.004690514540595103,0.012921040055224209,0.016407950864647747
2025-10-17,V5.FULL,SILVER,cross-asset,2.407407407407408,Bullish,-0.05874139435663717,-0.06345389314457484,0.09366818578493175
2025-10-20,V5.T,EURUSD,fx,5.0,Very Bullish,0.0003694031132950304,-0.007216246864368836,-0.0027404556544449177
2025-10-20,V5.T,GBPUSD,fx,5.0,Very Bullish,-0.005036110779515379,-0.017219768413513137,-0.014272710994389315
2025-10-20,V5.T,USDJPY,fx,10.0,Very Bullish,0.0133003422930984,0.022394990314962726,0.03132379865736201
2025-10-20,V5.T,USDCHF,fx,-10.0,Very Bearish,0.0034573696230961737,0.015570781441243575,0.015305800557721572
2025-10-20,V5.T,USDCAD,fx,10.0,Very Bullish,-0.003654288624690971,-0.0013178233831731,-0.0029633217697299097
2025-10-20,V5.T,AUDUSD,fx,5.0,Very Bullish,0.006510856546174892,0.003593255735389045,0.004729584472221271
2025-10-20,V5.T,NZDUSD,fx,-10.0,Very Bearish,0.004422929581388901,-0.017221564393675726,-0.0025771400710455916
2025-10-20,V5.T,EURGBP,fx,10.0,Very Bullish,0.0051939377188132685,0.009915699281370927,0.011700755481850011
2025-10-20,V5.T,EURJPY,fx,15.0,Very Bullish,0.013607923139167921,0.014924267462931518,0.02845241215823502
2025-10-20,V5.T,EURCHF,fx,-10.0,Very Bearish,0.004330695841880727,0.008466021946533786,0.012775010039833834
2025-10-20,V5.T,EURAUD,fx,10.0,Very Bullish,-0.00583563884004068,-0.010601597240112448,-0.007314150024081756
2025-10-20,V5.T,EURNZD,fx,15.0,Very Bullish,-0.0039176744921349815,0.010394435222511822,7.410481384861889e-05
2025-10-20,V5.T,EURCAD,fx,15.0,Very Bullish,-0.0030491351599570837,-0.008449410684218561,-0.005706413592530213
2025-10-20,V5.T,GBPJPY,fx,15.0,Very Bullish,0.009082760089341946,0.005536818854898762,0.01723446298304787
2025-10-20,V5.T,GBPCHF,fx,-10.0,Very Bearish,-0.0013952260643311787,-0.0016968965647271572,0.0008767298917757849
2025-10-20,V5.T,GBPAUD,fx,10.0,Very Bullish,-0.011358164014807048,-0.020595488838840437,-0.01893189479470181
