as_of,variant,symbol,cls,score,bias,r5,r15,r30
2025-10-15,V5.T,USDJPY,fx,10.0,Very Bullish,0.006031195381600574,0.02013929346962562,0.035743604681955476
2025-10-15,V5.T,USDCHF,fx,-5.0,Very Bearish,-0.0008661269064206278,0.016983618904161224,0.009314002384987141
2025-10-15,V5.T,USDCAD,fx,10.0,Very Bullish,-0.0030986437200820616,0.004907966719854162,0.0002564394802826442
2025-10-15,V5.T,AUDUSD,fx,5.0,Very Bullish,-0.0036703728730266283,-0.0008600036857301374,0.0009060753117515752
2025-10-15,V5.T,NZDUSD,fx,-10.0,Very Bearish,0.00241111208176803,-0.010797588887918375,-0.004490259456626289
2025-10-15,V5.T,EURGBP,fx,10.0,Very Bullish,0.00024178506459127114,0.013528450042600282,0.0076680406198907924
2025-10-15,V5.T,EURJPY,fx,15.0,Very Bullish,0.0027867192920596473,0.0072227214304401155,0.03176859992947878
2025-10-15,V5.T,EURCHF,fx,-10.0,Very Bearish,-0.004153675193388717,0.003484771655752006,0.004941255165122005
2025-10-15,V5.T,EURAUD,fx,10.0,Very Bullish,0.0003749468358964503,-0.012418015356031709,-0.005210082152530715
2025-10-15,V5.T,EURNZD,fx,15.0,Very Bullish,-0.005666920825442068,-0.002489116265341651,5.411122315979178e-05
2025-10-15,V5.T,EURCAD,fx,15.0,Very Bullish,-0.006351926077777459,-0.008456995991799943,-0.004026558149496706
2025-10-15,V5.T,GBPJPY,fx,10.0,Very Bullish,0.002441592076193544,-0.005965590356205475,0.023976038788693588
2025-10-15,V5.T,GBPCHF,fx,-10.0,Very Bearish,-0.004192695143227176,-0.009529705291988044,-0.0025137411596976023
2025-10-15,V5.T,GBPAUD,fx,5.0,Very Bullish,9.728241571682616e-05,-0.025419895226838296,-0.012831550633065403
2025-10-15,V5.T,GBPNZD,fx,15.0,Very Bullish,-0.005974681378838387,-0.015580360961423345,-0.007578479172012709
2025-10-15,V5.T,GBPCAD,fx,15.0,Very Bullish,-0.006605083042167337,-0.021485133245052856,-0.011636007806974269
2025-10-15,V5.T,AUDJPY,fx,15.0,Very Bullish,0.002401766723318488,0.01941767333937161,0.03667782741881309
2025-10-15,V5.T,CADJPY,fx,10.0,Very Bullish,0.009096151342100844,0.015253259919269402,0.035342919325136224
2025-10-15,V5.T,CHFJPY,fx,15.0,Very Bullish,0.00544352605455134,0.001782860277556475,0.02465410928195033
2025-10-15,V5.T,AUDNZD,fx,15.0,Very Bullish,-0.006090852279228676,0.010042864813005536,0.005307491220194915
2025-10-15,V5.T,AUDCAD,fx,15.0,Very Bullish,-0.0066948169864571305,0.003981884612860309,0.0011814382917278987
2025-10-15,V5.T,AUDCHF,fx,-10.0,Very Bearish,-0.004324157368441384,0.016292807227520134,0.010424307941778288
2025-10-15,V5.T,NZDCAD,fx,-10.0,Very Bearish,-0.0006604361370716738,-0.006006230529595036,-0.004199376947040534
2025-10-15,V5.T,NZDCHF,fx,-15.0,Very Bearish,0.001516250247214801,0.00599907706506686,0.004878370360603901
2025-10-15,V5.T,CADCHF,fx,-15.0,Very Bearish,0.002258810242292686,0.012070517232251499,0.00905288792418868
2025-10-15,V5.T,DJIA,cross-asset,15.0,Very Bullish,0.005719510534404781,0.02342491899521648,0.025586487602323293
2025-10-15,V5.T,SP500,cross-asset,15.0,Very Bullish,0.004196516890980551,0.019199064776235675,0.021432211264650336
2025-10-15,V5.T,NASDAQ,cross-asset,15.0,Very Bullish,0.004485391189900545,0.03365052706374416,0.019455535683285508
2025-10-15,V5.T,DAX,cross-asset,10.0,Very Bullish,-4.141935857981949e-05,-0.0023940389259131667,-0.01678312409654026
2025-10-15,V5.T,NIKKEI,cross-asset,15.0,Very Bullish,0.016334354230472803,0.06646248723878578,0.044148592620372185
2025-10-15,V5.T,FTSE100,cross-asset,10.0,Very Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2025-10-15,V5.T,GOLD,cross-asset,15.0,Very Bullish,-0.026076149104337976,-0.054436010893380904,-0.010553556745864112
2025-10-15,V5.T,SILVER,cross-asset,15.0,Very Bullish,-0.0850701989758319,-0.09304434912416615,0.007785189244345236
2025-10-15,V5.TS,US-DOLLAR,single,10.0,Very Bullish,,,
2025-10-15,V5.TS,EURUSD,fx,1.6666666666666665,Bullish,-0.0032369962049010326,-0.01323991551182313,-0.004284512218158176
2025-10-15,V5.TS,GBPUSD,fx,5.0,Very Bullish,-0.003574066750733018,-0.026249617597242203,-0.011960812111534769
2025-10-15,V5.TS,USDJPY,fx,5.0,Very Bullish,0.006031195381600574,0.02013929346962562,0.035743604681955476
2025-10-15,V5.TS,USDCHF,fx,-5.0,Very Bearish,-0.0008661269064206278,0.016983618904161224,0.009314002384987141
2025-10-15,V5.TS,USDCAD,fx,5.0,Very Bullish,-0.0030986437200820616,0.004907966719854162,0.0002564394802826442
2025-10-15,V5.TS,AUDUSD,fx,2.5,Bullish,-0.0036703728730266283,-0.0008600036857301374,0.0009060753117515752
2025-10-15,V5.TS,NZDUSD,fx,-5.0,Very Bearish,0.00241111208176803,-0.010797588887918375,-0.004490259456626289
2025-10-15,V5.TS,EURJPY,fx,2.5,Bullish,0.0027867192920596473,0.0072227214304401155,0.03176859992947878
2025-10-15,V5.TS,EURCHF,fx,-10.0,Very Bearish,-0.004153675193388717,0.003484771655752006,0.004941255165122005
2025-10-15,V5.TS,EURAUD,fx,3.75,Very Bullish,0.0003749468358964503,-0.012418015356031709,-0.005210082152530715
2025-10-15,V5.TS,EURNZD,fx,2.5,Bullish,-0.005666920825442068,-0.002489116265341651,5.411122315979178e-05
2025-10-15,V5.TS,EURCAD,fx,2.5,Bullish,-0.006351926077777459,-0.008456995991799943,-0.004026558149496706
2025-10-15,V5.TS,GBPJPY,fx,5.0,Very Bullish,0.002441592076193544,-0.005965590356205475,0.023976038788693588
2025-10-15,V5.TS,GBPCHF,fx,-5.0,Very Bearish,-0.004192695143227176,-0.009529705291988044,-0.0025137411596976023
2025-10-15,V5.TS,GBPAUD,fx,6.25,Very Bullish,9.728241571682616e-05,-0.025419895226838296,-0.012831550633065403
2025-10-15,V5.TS,GBPNZD,fx,7.5,Very Bullish,-0.005974681378838387,-0.015580360961423345,-0.007578479172012709
2025-10-15,V5.TS,GBPCAD,fx,7.5,Very Bullish,-0.006605083042167337,-0.021485133245052856,-0.011636007806974269
2025-10-15,V5.TS,AUDJPY,fx,3.75,Very Bullish,0.002401766723318488,0.01941767333937161,0.03667782741881309
2025-10-15,V5.TS,CADJPY,fx,5.0,Very Bullish,0.009096151342100844,0.015253259919269402,0.035342919325136224
2025-10-15,V5.TS,CHFJPY,fx,7.5,Very Bullish,0.00544352605455134,0.001782860277556475,0.02465410928195033
2025-10-15,V5.TS,AUDNZD,fx,3.75,Very Bullish,-0.006090852279228676,0.010042864813005536,0.005307491220194915
2025-10-15,V5.TS,AUDCAD,fx,3.75,Very Bullish,-0.0066948169864571305,0.003981884612860309,0.0011814382917278987
2025-10-15,V5.TS,AUDCHF,fx,-8.75,Very Bearish,-0.004324157368441384,0.016292807227520134,0.010424307941778288
2025-10-15,V5.TS,NZDCAD,fx,-5.0,Very Bearish,-0.0006604361370716738,-0.006006230529595036,-0.004199376947040534
2025-10-15,V5.TS,NZDCHF,fx,-7.5,Very Bearish,0.001516250247214801,0.00599907706506686,0.004878370360603901
2025-10-15,V5.TS,CADCHF,fx,-7.5,Very Bearish,0.002258810242292686,0.012070517232251499,0.00905288792418868
2025-10-15,V5.TS,DJIA,cross-asset,15.0,Very Bullish,0.005719510534404781,0.02342491899521648,0.025586487602323293
2025-10-15,V5.TS,SP500,cross-asset,15.0,Very Bullish,0.004196516890980551,0.019199064776235675,0.021432211264650336
2025-10-15,V5.TS,NASDAQ,cross-asset,15.0,Very Bullish,0.004485391189900545,0.03365052706374416,0.019455535683285508
2025-10-15,V5.TS,DAX,cross-asset,10.0,Very Bullish,-4.141935857981949e-05,-0.0023940389259131667,-0.01678312409654026
2025-10-15,V5.TS,NIKKEI,cross-asset,15.0,Very Bullish,0.016334354230472803,0.06646248723878578,0.044148592620372185
2025-10-15,V5.TS,FTSE100,cross-asset,10.0,Very Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2025-10-15,V5.TS,SILVER,cross-asset,10.0,Very Bullish,-0.0850701989758319,-0.09304434912416615,0.007785189244345236
2025-10-15,V5.NOF,US-DOLLAR,single,3.333333333333333,Very Bullish,,,
2025-10-15,V5.NOF,GBPUSD,fx,2.619047619047619,Bullish,-0.003574066750733018,-0.026249617597242203,-0.011960812111534769
2025-10-15,V5.NOF,USDJPY,fx,1.666666666666667,Bullish,0.006031195381600574,0.02013929346962562,0.035743604681955476
2025-10-15,V5.NOF,USDCHF,fx,-5.0,Very Bearish,-0.0008661269064206278,0.016983618904161224,0.009314002384987141
2025-10-15,V5.NOF,USDCAD,fx,2.8571428571428568,Bullish,-0.0030986437200820616,0.004907966719854162,0.0002564394802826442
2025-10-15,V5.NOF,EURCHF,fx,-7.777777777777777,Very Bearish,-0.004153675193388717,0.003484771655752006,0.004941255165122005
2025-10-15,V5.NOF,EURAUD,fx,1.875,Bullish,0.0003749468358964503,-0.012418015356031709,-0.005210082152530715
2025-10-15,V5.NOF,EURCAD,fx,2.5,Bullish,-0.006351926077777459,-0.008456995991799943,-0.004026558149496706
2025-10-15,V5.NOF,GBPJPY,fx,2.5,Bullish,0.002441592076193544,-0.005965590356205475,0.023976038788693588
2025-10-15,V5.NOF,GBPCHF,fx,-5.555555555555555,Very Bearish,-0.004192695143227176,-0.009529705291988044,-0.0025137411596976023
2025-10-15,V5.NOF,GBPAUD,fx,3.125,Very Bullish,9.728241571682616e-05,-0.025419895226838296,-0.012831550633065403
2025-10-15,V5.NOF,GBPNZD,fx,2.7777777777777772,Bullish,-0.005974681378838387,-0.015580360961423345,-0.007578479172012709
2025-10-15,V5.NOF,GBPCAD,fx,5.0,Very Bullish,-0.006605083042167337,-0.021485133245052856,-0.011636007806974269
2025-10-15,V5.NOF,AUDJPY,fx,1.875,Bullish,0.002401766723318488,0.01941767333937161,0.03667782741881309
2025-10-15,V5.NOF,NZDJPY,fx,2.2222222222222223,Bullish,0.008468293135005966,0.009279210398276172,0.031127638377238753
2025-10-15,V5.NOF,CHFJPY,fx,7.222222222222223,Very Bullish,0.00544352605455134,0.001782860277556475,0.02465410928195033
2025-10-15,V5.NOF,AUDCAD,fx,3.125,Very Bullish,-0.0066948169864571305,0.003981884612860309,0.0011814382917278987
2025-10-15,V5.NOF,AUDCHF,fx,-7.222222222222222,Very Bearish,-0.004324157368441384,0.016292807227520134,0.010424307941778288
2025-10-15,V5.NOF,NZDCHF,fx,-7.5,Very Bearish,0.001516250247214801,0.00599907706506686,0.004878370360603901
2025-10-15,V5.NOF,CADCHF,fx,-8.333333333333334,Very Bearish,0.002258810242292686,0.012070517232251499,0.00905288792418868
2025-10-15,V5.NOF,DJIA,cross-asset,2.7777777777777777,Bullish,0.005719510534404781,0.02342491899521648,0.025586487602323293
2025-10-15,V5.NOF,SP500,cross-asset,2.7777777777777777,Bullish,0.004196516890980551,0.019199064776235675,0.021432211264650336
2025-10-15,V5.NOF,NASDAQ,cross-asset,2.7777777777777777,Bullish,0.004485391189900545,0.03365052706374416,0.019455535683285508
2025-10-15,V5.NOF,NIKKEI,cross-asset,2.7777777777777777,Bullish,0.016334354230472803,0.06646248723878578,0.044148592620372185
2025-10-15,V5.NOF,SILVER,cross-asset,3.333333333333334,Bullish,-0.0850701989758319,-0.09304434912416615,0.007785189244345236
2025-10-15,V5.HALF,US-DOLLAR,single,1.5,Bullish,,,
2025-10-15,V5.HALF,GBPUSD,fx,1.7352564102564103,Bullish,-0.003574066750733018,-0.026249617597242203,-0.011960812111534769
2025-10-15,V5.HALF,USDJPY,fx,1.9826923076923078,Bullish,0.006031195381600574,0.02013929346962562,0.035743604681955476
2025-10-15,V5.HALF,USDCHF,fx,-1.502272727272727,Bearish,-0.0008661269064206278,0.016983618904161224,0.009314002384987141
2025-10-15,V5.HALF,EURJPY,fx,1.7857142857142858,Bullish,0.0027867192920596473,0.0072227214304401155,0.03176859992947878
2025-10-15,V5.HALF,EURCHF,fx,-3.055555555555556,Very Bearish,-0.004153675193388717,0.003484771655752006,0.004941255165122005
2025-10-15,V5.HALF,GBPJPY,fx,2.8571428571428568,Bullish,0.002441592076193544,-0.005965590356205475,0.023976038788693588
2025-10-15,V5.HALF,GBPCHF,fx,-1.3194444444444444,Bearish,-0.004192695143227176,-0.009529705291988044,-0.0025137411596976023
2025-10-15,V5.HALF,GBPAUD,fx,1.369047619047619,Bullish,9.728241571682616e-05,-0.025419895226838296,-0.012831550633065403
2025-10-15,V5.HALF,GBPNZD,fx,2.4565972222222223,Bullish,-0.005974681378838387,-0.015580360961423345,-0.007578479172012709
2025-10-15,V5.HALF,GBPCAD,fx,2.619047619047619,Bullish,-0.006605083042167337,-0.021485133245052856,-0.011636007806974269
2025-10-15,V5.HALF,AUDJPY,fx,2.916666666666666,Bullish,0.002401766723318488,0.01941767333937161,0.03667782741881309
2025-10-15,V5.HALF,NZDJPY,fx,1.4322916666666665,Bullish,0.008468293135005966,0.009279210398276172,0.031127638377238753
2025-10-15,V5.HALF,CADJPY,fx,2.380952380952381,Bullish,0.009096151342100844,0.015253259919269402,0.035342919325136224
2025-10-15,V5.HALF,CHFJPY,fx,3.541666666666667,Very Bullish,0.00544352605455134,0.001782860277556475,0.02465410928195033
2025-10-15,V5.HALF,AUDNZD,fx,1.820023148148148,Bullish,-0.006090852279228676,0.010042864813005536,0.005307491220194915
2025-10-15,V5.HALF,AUDCAD,fx,1.9642857142857142,Bullish,-0.0066948169864571305,0.003981884612860309,0.0011814382917278987
2025-10-15,V5.HALF,AUDCHF,fx,-1.9560185185185186,Bearish,-0.004324157368441384,0.016292807227520134,0.010424307941778288
2025-10-15,V5.HALF,NZDCHF,fx,-2.625,Bearish,0.001516250247214801,0.00599907706506686,0.004878370360603901
2025-10-15,V5.HALF,CADCHF,fx,-2.6157407407407405,Bearish,0.002258810242292686,0.012070517232251499,0.00905288792418868
2025-10-15,V5.HALF,SILVER,cross-asset,2.0512820512820515,Bullish,-0.0850701989758319,-0.09304434912416615,0.007785189244345236
2025-10-15,V5.FULL,GBPUSD,fx,1.3837719298245612,Bullish,-0.003574066750733018,-0.026249617597242203,-0.011960812111534769
2025-10-15,V5.FULL,USDJPY,fx,2.1834795321637426,Bullish,0.006031195381600574,0.02013929346962562,0.035743604681955476
2025-10-15,V5.FULL,EURJPY,fx,2.0,Bullish,0.0027867192920596473,0.0072227214304401155,0.03176859992947878
2025-10-15,V5.FULL,EURCHF,fx,-1.8518518518518516,Bearish,-0.004153675193388717,0.003484771655752006,0.004941255165122005
2025-10-15,V5.FULL,GBPJPY,fx,3.0,Very Bullish,0.002441592076193544,-0.005965590356205475,0.023976038788693588
2025-10-15,V5.FULL,GBPNZD,fx,1.9312169312169314,Bullish,-0.005974681378838387,-0.015580360961423345,-0.007578479172012709
2025-10-15,V5.FULL,GBPCAD,fx,1.6666666666666665,Bullish,-0.006605083042167337,-0.021485133245052856,-0.011636007806974269
2025-10-15,V5.FULL,AUDJPY,fx,3.333333333333334,Very Bullish,0.002401766723318488,0.01941767333937161,0.03667782741881309
2025-10-15,V5.FULL,NZDJPY,fx,1.7107583774250439,Bullish,0.008468293135005966,0.009279210398276172,0.031127638377238753
2025-10-15,V5.FULL,CADJPY,fx,2.833333333333333,Bullish,0.009096151342100844,0.015253259919269402,0.035342919325136224
2025-10-15,V5.FULL,CHFJPY,fx,2.9012345679012346,Bullish,0.00544352605455134,0.001782860277556475,0.02465410928195033
2025-10-15,V5.FULL,AUDNZD,fx,1.7666078777189889,Bullish,-0.006090852279228676,0.010042864813005536,0.005307491220194915
2025-10-15,V5.FULL,AUDCAD,fx,1.5,Bullish,-0.0066948169864571305,0.003981884612860309,0.0011814382917278987
2025-10-15,V5.FULL,NZDCHF,fx,-1.40625,Bearish,0.001516250247214801,0.00599907706506686,0.004878370360603901
2025-10-16,V5.T,EURUSD,fx,5.0,Very Bullish,-0.00592976691652114,-0.012004997090734881,-0.007846459253174398
2025-10-16,V5.T,GBPUSD,fx,5.0,Very Bullish,-0.008173109131104694,-0.022226688402075312,-0.0146267390187802
2025-10-16,V5.T,USDJPY,fx,10.0,Very Bullish,0.014365963104537194,0.01751038723616416,0.03904271231510714
2025-10-16,V5.T,USDCHF,fx,-10.0,Very Bearish,0.0031165619400912448,0.017160017160017027,0.015380927145632883
2025-10-16,V5.T,USDCAD,fx,10.0,Very Bullish,-0.00447562598282325,0.004475625982823361,-0.0018286738912329792
2025-10-16,V5.T,AUDUSD,fx,5.0,Very Bullish,0.004472961717617352,-0.0007095042724496459,0.007727426967331974
2025-10-16,V5.T,NZDUSD,fx,-10.0,Very Bearish,0.004892538878210617,-0.01551633758518256,0.0008212475974138655
2025-10-16,V5.T,EURGBP,fx,10.0,Very Bullish,0.002276490066225101,0.01000275938189854,0.006794977924944767
2025-10-16,V5.T,EURJPY,fx,15.0,Very Bullish,0.0083389267471361,0.004795167290474689,0.030858579538344255
2025-10-16,V5.T,EURCHF,fx,-10.0,Very Bearish,-0.0030362294568283543,0.004721823034284478,0.0071745777912239905
2025-10-16,V5.T,EURAUD,fx,10.0,Very Bullish,-0.010306415966059967,-0.011255983385346724,-0.015392987638964573
2025-10-16,V5.T,EURNZD,fx,15.0,Very Bullish,-0.010649355743395539,0.0036870697601443236,-0.008604797113102802
2025-10-16,V5.T,EURCAD,fx,15.0,Very Bullish,-0.010405434219744714,-0.007566480855341395,-0.00961345152152071
2025-10-16,V5.T,GBPJPY,fx,15.0,Very Bullish,0.006007135328784274,-0.005720138748002035,0.02324672304335129
2025-10-16,V5.T,GBPCHF,fx,-10.0,Very Bearish,-0.005096859131088927,-0.005454203498213128,0.0005642279480910783
2025-10-16,V5.T,GBPAUD,fx,10.0,Very Bullish,-0.012552847099751241,-0.021462566134370586,-0.022071364723504128
2025-10-16,V5.T,GBPNZD,fx,15.0,Very Bullish,-0.012936919716002193,-0.006698866739486498,-0.015304990442381206
2025-10-16,V5.T,GBPCAD,fx,15.0,Very Bullish,-0.012656550612952344,-0.01779761179158046,-0.01632419425791176
2025-10-16,V5.T,AUDJPY,fx,15.0,Very Bullish,0.018822418588421375,0.016739021111076946,0.04702525734577212
2025-10-16,V5.T,NZDJPY,fx,-10.0,Very Bearish,0.01914176066984541,0.0015118036981045524,0.039841842074659795
2025-10-16,V5.T,CADJPY,fx,10.0,Very Bullish,0.01884675790890733,0.012873008750280412,0.04081594495550078
2025-10-16,V5.T,CHFJPY,fx,15.0,Very Bullish,0.009871090826684137,-0.0009328259884266998,0.02202417969285264
2025-10-16,V5.T,AUDNZD,fx,15.0,Very Bullish,-0.0003532164775486013,0.013934390039295419,0.006878890900260393
2025-10-16,V5.T,AUDCAD,fx,15.0,Very Bullish,-2.1951969091604795e-05,0.003709882776485207,0.005839223778372871
2025-10-16,V5.T,AUDCHF,fx,-10.0,Very Bearish,0.0075208479463797495,0.016366612111292866,0.023127581638219707
2025-10-16,V5.T,NZDCAD,fx,-15.0,Very Bearish,0.00011191802626342451,-0.012174194190210819,-0.0019523477914842324
2025-10-16,V5.T,NZDCHF,fx,-15.0,Very Bearish,0.007660889722927333,0.000927254663870114,0.015939949221768446
2025-10-16,V5.T,CADCHF,fx,-15.0,Very Bearish,0.007491567548375544,0.012409018285105544,0.016989170956861255
2025-10-16,V5.T,DJIA,cross-asset,15.0,Very Bullish,0.018243993814118564,0.02347803358672218,0.03278952756420028
2025-10-16,V5.T,SP500,cross-asset,15.0,Very Bullish,0.019143888914071594,0.018176873215176137,0.029493978816312216
2025-10-16,V5.T,NASDAQ,cross-asset,15.0,Very Bullish,0.019906660871896298,0.02325354692748549,0.025142262966137086
2025-10-16,V5.T,DAX,cross-asset,10.0,Very Bullish,0.006002376027050227,-0.013961235866377542,-0.012316294062424737
2025-10-16,V5.T,NIKKEI,cross-asset,15.0,Very Bullish,0.021132924846817502,0.04805968905006042,0.04293276645408706
2025-10-16,V5.T,FTSE100,cross-asset,10.0,Very Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2025-10-16,V5.T,GOLD,cross-asset,15.0,Very Bullish,-0.04621960438015926,-0.08067510119351706,-0.039437153682380544
2025-10-16,V5.T,SILVER,cross-asset,15.0,Very Bullish,-0.09649544815335642,-0.11209384945599887,-0.01224927836577605
2025-10-16,V5.TS,US-DOLLAR,single,10.0,Very Bullish,,,
2025-10-16,V5.TS,EURUSD,fx,1.6666666666666665,Bullish,-0.00592976691652114,-0.012004997090734881,-0.007846459253174398
2025-10-16,V5.TS,GBPUSD,fx,5.0,Very Bullish,-0.008173109131104694,-0.022226688402075312,-0.0146267390187802
2025-10-16,V5.TS,USDJPY,fx,5.0,Very Bullish,0.014365963104537194,0.01751038723616416,0.03904271231510714
2025-10-16,V5.TS,USDCHF,fx,-8.333333333333334,Very Bearish,0.0031165619400912448,0.017160017160017027,0.015380927145632883
2025-10-16,V5.TS,USDCAD,fx,5.0,Very Bullish,-0.00447562598282325,0.004475625982823361,-0.0018286738912329792
2025-10-16,V5.TS,AUDUSD,fx,2.5,Bullish,0.004472961717617352,-0.0007095042724496459,0.007727426967331974
2025-10-16,V5.TS,NZDUSD,fx,-5.0,Very Bearish,0.004892538878210617,-0.01551633758518256,0.0008212475974138655
2025-10-16,V5.TS,EURJPY,fx,2.5,Bullish,0.0083389267471361,0.004795167290474689,0.030858579538344255
2025-10-16,V5.TS,EURCHF,fx,-10.0,Very Bearish,-0.0030362294568283543,0.004721823034284478,0.0071745777912239905
2025-10-16,V5.TS,EURAUD,fx,3.75,Very Bullish,-0.010306415966059967,-0.011255983385346724,-0.015392987638964573
2025-10-16,V5.TS,EURNZD,fx,2.5,Bullish,-0.010649355743395539,0.0036870697601443236,-0.008604797113102802
2025-10-16,V5.TS,EURCAD,fx,2.5,Bullish,-0.010405434219744714,-0.007566480855341395,-0.00961345152152071
2025-10-16,V5.TS,GBPJPY,fx,7.5,Very Bullish,0.006007135328784274,-0.005720138748002035,0.02324672304335129
2025-10-16,V5.TS,GBPCHF,fx,-5.0,Very Bearish,-0.005096859131088927,-0.005454203498213128,0.0005642279480910783
2025-10-16,V5.TS,GBPAUD,fx,8.75,Very Bullish,-0.012552847099751241,-0.021462566134370586,-0.022071364723504128
2025-10-16,V5.TS,GBPNZD,fx,7.5,Very Bullish,-0.012936919716002193,-0.006698866739486498,-0.015304990442381206
2025-10-16,V5.TS,GBPCAD,fx,7.5,Very Bullish,-0.012656550612952344,-0.01779761179158046,-0.01632419425791176
2025-10-16,V5.TS,AUDJPY,fx,3.75,Very Bullish,0.018822418588421375,0.016739021111076946,0.04702525734577212
2025-10-16,V5.TS,NZDJPY,fx,-5.0,Very Bearish,0.01914176066984541,0.0015118036981045524,0.039841842074659795
2025-10-16,V5.TS,CADJPY,fx,5.0,Very Bullish,0.01884675790890733,0.012873008750280412,0.04081594495550078
2025-10-16,V5.TS,CHFJPY,fx,7.5,Very Bullish,0.009871090826684137,-0.0009328259884266998,0.02202417969285264
2025-10-16,V5.TS,AUDNZD,fx,3.75,Very Bullish,-0.0003532164775486013,0.013934390039295419,0.006878890900260393
2025-10-16,V5.TS,AUDCAD,fx,3.75,Very Bullish,-2.1951969091604795e-05,0.003709882776485207,0.005839223778372871
2025-10-16,V5.TS,AUDCHF,fx,-8.75,Very Bearish,0.0075208479463797495,0.016366612111292866,0.023127581638219707
2025-10-16,V5.TS,NZDCAD,fx,-7.5,Very Bearish,0.00011191802626342451,-0.012174194190210819,-0.0019523477914842324
2025-10-16,V5.TS,NZDCHF,fx,-7.5,Very Bearish,0.007660889722927333,0.000927254663870114,0.015939949221768446
2025-10-16,V5.TS,CADCHF,fx,-7.5,Very Bearish,0.007491567548375544,0.012409018285105544,0.016989170956861255
2025-10-16,V5.TS,DJIA,cross-asset,15.0,Very Bullish,0.018243993814118564,0.02347803358672218,0.03278952756420028
2025-10-16,V5.TS,SP500,cross-asset,15.0,Very Bullish,0.019143888914071594,0.018176873215176137,0.029493978816312216
2025-10-16,V5.TS,NASDAQ,cross-asset,15.0,Very Bullish,0.019906660871896298,0.02325354692748549,0.025142262966137086
2025-10-16,V5.TS,DAX,cross-asset,10.0,Very Bullish,0.006002376027050227,-0.013961235866377542,-0.012316294062424737
2025-10-16,V5.TS,NIKKEI,cross-asset,15.0,Very Bullish,0.021132924846817502,0.04805968905006042,0.04293276645408706
2025-10-16,V5.TS,FTSE100,cross-asset,10.0,Very Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2025-10-16,V5.TS,SILVER,cross-asset,10.0,Very Bullish,-0.09649544815335642,-0.11209384945599887,-0.01224927836577605
2025-10-16,V5.NOF,US-DOLLAR,single,3.333333333333333,Very Bullish,,,
2025-10-16,V5.NOF,GBPUSD,fx,1.4285714285714284,Bullish,-0.008173109131104694,-0.022226688402075312,-0.0146267390187802
2025-10-16,V5.NOF,USDCHF,fx,-7.0,Very Bearish,0.0031165619400912448,0.017160017160017027,0.015380927145632883
2025-10-16,V5.NOF,USDCAD,fx,2.8571428571428568,Bullish,-0.00447562598282325,0.004475625982823361,-0.0018286738912329792
2025-10-16,V5.NOF,EURCHF,fx,-7.777777777777777,Very Bearish,-0.0030362294568283543,0.004721823034284478,0.0071745777912239905
2025-10-16,V5.NOF,EURAUD,fx,1.875,Bullish,-0.010306415966059967,-0.011255983385346724,-0.015392987638964573
2025-10-16,V5.NOF,EURCAD,fx,2.5,Bullish,-0.010405434219744714,-0.007566480855341395,-0.00961345152152071
2025-10-16,V5.NOF,GBPCHF,fx,-6.666666666666666,Very Bearish,-0.005096859131088927,-0.005454203498213128,0.0005642279480910783
2025-10-16,V5.NOF,GBPAUD,fx,3.125,Very Bullish,-0.012552847099751241,-0.021462566134370586,-0.022071364723504128
2025-10-16,V5.NOF,GBPNZD,fx,1.6666666666666665,Bullish,-0.012936919716002193,-0.006698866739486498,-0.015304990442381206
2025-10-16,V5.NOF,GBPCAD,fx,3.75,Very Bullish,-0.012656550612952344,-0.01779761179158046,-0.01632419425791176
2025-10-16,V5.NOF,NZDJPY,fx,-2.2222222222222223,Bearish,0.01914176066984541,0.0015118036981045524,0.039841842074659795
2025-10-16,V5.NOF,CHFJPY,fx,6.111111111111112,Very Bullish,0.009871090826684137,-0.0009328259884266998,0.02202417969285264
2025-10-16,V5.NOF,AUDCAD,fx,3.125,Very Bullish,-2.1951969091604795e-05,0.003709882776485207,0.005839223778372871
2025-10-16,V5.NOF,AUDCHF,fx,-7.222222222222222,Very Bearish,0.0075208479463797495,0.016366612111292866,0.023127581638219707
2025-10-16,V5.NOF,NZDCAD,fx,-1.6666666666666665,Bearish,0.00011191802626342451,-0.012174194190210819,-0.0019523477914842324
2025-10-16,V5.NOF,NZDCHF,fx,-7.5,Very Bearish,0.007660889722927333,0.000927254663870114,0.015939949221768446
2025-10-16,V5.NOF,CADCHF,fx,-8.333333333333334,Very Bearish,0.007491567548375544,0.012409018285105544,0.016989170956861255
2025-10-16,V5.NOF,DJIA,cross-asset,2.7777777777777777,Bullish,0.018243993814118564,0.02347803358672218,0.03278952756420028
2025-10-16,V5.NOF,SP500,cross-asset,2.7777777777777777,Bullish,0.019143888914071594,0.018176873215176137,0.029493978816312216
2025-10-16,V5.NOF,NASDAQ,cross-asset,2.7777777777777777,Bullish,0.019906660871896298,0.02325354692748549,0.025142262966137086
2025-10-16,V5.NOF,FTSE100,cross-asset,2.2222222222222223,Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2025-10-16,V5.NOF,SILVER,cross-asset,3.333333333333334,Bullish,-0.09649544815335642,-0.11209384945599887,-0.01224927836577605
